ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
111,Jonathan Bond,eng ENG,GK,LA Galaxy,29,1993,24,24,2049,22.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
112,Pablo Bonilla,ve VEN,DF,Portland Timbers,23,1999,2,1,75,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,Matches
113,Alex Bono,us USA,GK,D.C. United,28,1994,10,9,855,9.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
114,Shanyder Borgelin,ht HAI,FW,Inter Miami,21,2001,10,0,144,1.6,1,0,1,1,0,0,0,0,1.3,1.3,0.2,1.5,1,2,8,0.62,0.00,0.62,0.62,0.62,0.83,0.12,0.94,0.83,0.94,Matches
115,Dylan Borrero,co COL,FWMF,NE Revolution,21,2002,8,7,510,5.7,2,0,2,2,0,0,2,1,1.0,1.0,0.6,1.6,28,22,52,0.35,0.00,0.35,0.35,0.35,0.17,0.11,0.29,0.17,0.29,Matches
116,Gustavo Bou,ar ARG,FWMF,NE Revolution,32,1990,19,14,1263,14.0,7,4,11,6,1,1,0,0,4.8,4.0,2.2,6.2,40,39,108,0.50,0.29,0.78,0.43,0.71,0.34,0.16,0.50,0.28,0.44,Matches
117,Denis Bouanga,ga GAB,FW,LAFC,28,1994,31,28,2530,28.1,20,6,26,17,3,3,3,0,14.4,12.0,8.2,20.2,145,81,322,0.71,0.21,0.92,0.60,0.82,0.51,0.29,0.80,0.43,0.72,Matches
118,Ousseni Bouda,bf BFA,FWMF,SJ Earthquakes,22,2000,15,0,150,1.7,1,0,1,1,0,0,2,0,0.9,0.9,0.1,1.0,2,2,13,0.60,0.00,0.60,0.60,0.60,0.55,0.05,0.60,0.55,0.60,Matches
119,Aaron Boupendza,ga GAB,FW,FC Cincinnati,26,1996,10,6,606,6.7,5,0,5,5,0,0,2,0,5.5,5.5,0.7,6.2,15,22,38,0.74,0.00,0.74,0.74,0.74,0.81,0.11,0.92,0.81,0.92,Matches
120,Michael Boxall,nz NZL,DF,Minnesota Utd,34,1988,32,32,2855,31.7,2,0,2,2,0,0,9,0,1.7,1.7,0.4,2.2,18,78,4,0.06,0.00,0.06,0.06,0.06,0.05,0.01,0.07,0.05,0.07,Matches
121,Tyler Boyd,us USA,FWMF,LA Galaxy,28,1994,34,28,2319,25.8,7,4,11,7,0,0,3,0,4.2,4.2,7.2,11.4,104,84,261,0.27,0.16,0.43,0.27,0.43,0.16,0.28,0.44,0.16,0.44,Matches
122,Michael Bradley,us USA,MFDF,Toronto FC,35,1987,17,17,1441,16.0,1,1,2,1,0,0,2,0,0.8,0.8,0.4,1.2,3,45,8,0.06,0.06,0.12,0.06,0.12,0.05,0.03,0.07,0.05,0.07,Matches
123,Christopher Brady,us USA,GK,Chicago Fire,18,2004,30,30,2639,29.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
124,Zachary Brault-Guillard,ca CAN,DFMF,CF Montréal,24,1998,24,14,1308,14.5,1,1,2,1,0,0,0,0,1.4,1.4,3.1,4.4,27,49,123,0.07,0.07,0.14,0.07,0.14,0.09,0.21,0.30,0.09,0.30,Matches
125,Claudio Bravo,ar ARG,DF,Portland Timbers,25,1997,29,27,2328,25.9,2,1,3,2,0,0,8,0,0.8,0.8,0.9,1.7,61,151,57,0.08,0.04,0.12,0.08,0.12,0.03,0.03,0.07,0.03,0.07,Matches
Rk
126,Luke Brennan,us USA,MF,Atlanta Utd,17,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
127,Brenner,br BRA,FW,FC Cincinnati,23,2000,8,6,534,5.9,1,0,1,1,0,0,2,0,2.2,2.2,0.8,3.0,8,25,38,0.17,0.00,0.17,0.17,0.17,0.37,0.13,0.50,0.37,0.50,Matches
128,Ethan Bristow,kn SKN,DF,Minnesota Utd,21,2001,9,6,541,6.0,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,12,15,25,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
129,Andrew Brody,us USA,DF,Real Salt Lake,27,1995,29,25,2265,25.2,0,2,2,0,0,0,3,0,1.1,1.1,2.1,3.2,82,134,133,0.00,0.08,0.08,0.00,0.08,0.04,0.08,0.13,0.04,0.13,Matches
130,Brandt Bronico,us USA,MF,Charlotte,27,1995,32,30,2590,28.8,1,1,2,1,0,0,5,0,1.3,1.3,1.8,3.1,48,126,111,0.03,0.03,0.07,0.03,0.07,0.05,0.06,0.11,0.05,0.11,Matches
131,Javain Brown,jm JAM,DF,Vancouver W'caps,23,1999,25,21,1767,19.6,1,1,2,1,0,0,4,0,1.5,1.4,1.0,2.4,23,56,63,0.05,0.05,0.10,0.05,0.10,0.08,0.05,0.13,0.07,0.12,Matches
132,Gastón Brugman,uy URU,MF,LA Galaxy,30,1992,22,21,1895,21.1,2,1,3,1,1,1,3,0,1.9,1.1,2.1,3.2,51,192,37,0.09,0.05,0.14,0.05,0.09,0.09,0.10,0.19,0.05,0.15,Matches
133,Will Bruin,us USA,FW,Austin,33,1989,19,2,353,3.9,3,1,4,3,0,0,2,0,2.1,2.1,0.3,2.4,1,4,10,0.76,0.25,1.02,0.76,1.02,0.54,0.07,0.61,0.54,0.61,Matches
134,Noel Buck,eng ENG,MFFW,NE Revolution,17,2005,25,20,1754,19.5,3,1,4,3,0,0,4,0,0.7,0.7,1.1,1.9,48,76,55,0.15,0.05,0.21,0.15,0.21,0.04,0.06,0.10,0.04,0.10,Matches
135,Teal Bunbury,us USA,FW,Nashville SC,32,1990,31,20,1648,18.3,3,1,4,3,0,0,7,0,6.3,6.3,1.2,7.6,19,20,113,0.16,0.05,0.22,0.16,0.22,0.35,0.07,0.41,0.35,0.41,Matches
136,Cory Burke,jm JAM,FW,NY Red Bulls,31,1991,23,11,975,10.8,2,0,2,2,0,0,3,0,4.8,4.8,0.9,5.7,15,17,42,0.18,0.00,0.18,0.18,0.18,0.44,0.08,0.52,0.44,0.52,Matches
137,Roman Bürki,ch SUI,GK,St. Louis,32,1990,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
138,Kendall Burks,us USA,DFMF,Chicago Fire,23,1999,9,5,510,5.7,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,4,7,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
139,Sergio Busquets,es ESP,MF,Inter Miami,34,1988,11,10,931,10.3,0,1,1,0,0,0,3,0,0.0,0.0,0.9,0.9,10,71,11,0.00,0.10,0.10,0.00,0.10,0.00,0.08,0.09,0.00,0.09,Matches
140,Brandon Bye,us USA,DF,NE Revolution,27,1995,19,19,1665,18.5,2,1,3,2,0,0,1,0,1.6,1.6,2.4,4.1,49,70,93,0.11,0.05,0.16,0.11,0.16,0.09,0.13,0.22,0.09,0.22,Matches
141,Nathan Byrne,eng ENG,DF,Charlotte,30,1992,31,29,2599,28.9,0,1,1,0,0,0,7,0,0.4,0.4,0.5,0.9,40,146,50,0.00,0.03,0.03,0.00,0.03,0.01,0.02,0.03,0.01,0.03,Matches
142,Jorge Cabezas,co COL,FWMF,NY Red Bulls,19,2003,5,1,120,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,2,6,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches
143,Kevin Cabral,fr FRA,FWMF,Colorado Rapids,23,1999,27,14,1177,13.1,2,0,2,2,0,0,8,0,3.5,3.5,0.8,4.3,23,15,56,0.15,0.00,0.15,0.15,0.15,0.27,0.06,0.33,0.27,0.33,Matches
144,Rémi Cabral,fr FRA,DF,Colorado Rapids,23,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30,Matches
145,Martín Cáceres,uy URU,DF,LA Galaxy,35,1987,15,15,1308,14.5,2,0,2,2,0,0,3,1,0.5,0.5,0.0,0.5,3,40,3,0.14,0.00,0.14,0.14,0.14,0.03,0.00,0.04,0.03,0.04,Matches
146,Deiber Caicedo,co COL,MFFW,Vancouver W'caps,22,2000,15,0,196,2.2,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,12,9,21,0.00,0.00,0.00,0.00,0.00,0.48,0.09,0.57,0.48,0.57,Matches
147,Luís Caicedo,co COL,MF,Houston Dynamo,26,1996,25,11,1214,13.5,0,0,0,0,0,0,6,0,0.1,0.1,0.0,0.1,1,48,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches
148,Scott Caldwell,us USA,MF,Real Salt Lake,31,1991,4,3,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
149,Lucas Calegari,br BRA,DF,LA Galaxy,20,2002,22,22,1934,21.5,0,1,1,0,0,0,2,0,0.7,0.7,2.2,2.9,32,95,98,0.00,0.05,0.05,0.00,0.05,0.03,0.10,0.14,0.03,0.14,Matches
150,Noel Caliskan,de GER,MF,Portland Timbers,22,2000,4,2,265,2.9,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.4,4,9,6,0.00,0.34,0.34,0.00,0.34,0.04,0.08,0.12,0.04,0.12,Matches
Rk
151,Drake Callender,us USA,GK,Inter Miami,25,1997,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
152,Rudy Camacho,fr FRA,DF,Columbus Crew,31,1991,11,8,788,8.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,31,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
153,Rudy Camacho,fr FRA,DFMF,CF Montréal,31,1991,20,19,1610,17.9,1,0,1,1,0,0,5,1,0.6,0.6,0.1,0.6,5,51,6,0.06,0.00,0.06,0.06,0.06,0.03,0.00,0.04,0.03,0.04,Matches
154,Brandon Cambridge,us USA,FWDF,Charlotte,20,2002,9,0,136,1.5,2,0,2,2,0,0,0,0,0.8,0.8,0.0,0.8,9,0,20,1.32,0.00,1.32,1.32,1.32,0.53,0.00,0.53,0.53,0.53,Matches
155,Leonardo Campana,ec ECU,FW,Inter Miami,22,2000,26,17,1636,18.2,9,3,12,7,2,3,4,0,8.8,6.4,2.1,8.5,17,39,91,0.50,0.17,0.66,0.39,0.55,0.48,0.12,0.60,0.35,0.47,Matches
156,George Campbell,us USA,DF,CF Montréal,21,2001,26,21,1854,20.6,1,2,3,1,0,0,5,0,0.5,0.5,0.2,0.7,24,94,11,0.05,0.10,0.15,0.05,0.15,0.02,0.01,0.03,0.02,0.03,Matches
157,Russell Canouse,us USA,MF,D.C. United,27,1995,27,27,2210,24.6,0,1,1,0,0,0,8,0,0.4,0.4,0.2,0.6,9,106,23,0.00,0.04,0.04,0.00,0.04,0.02,0.01,0.03,0.02,0.03,Matches
158,Antonio Carlos,br BRA,DF,Orlando City,29,1993,18,16,1412,15.7,1,0,1,1,0,0,6,0,0.9,0.9,0.0,0.9,12,63,2,0.06,0.00,0.06,0.06,0.06,0.05,0.00,0.05,0.05,0.05,Matches
159,Wikelman Carmona,ve VEN,FWMF,NY Red Bulls,19,2003,17,6,666,7.4,1,0,1,1,0,0,0,0,1.3,1.3,0.6,1.9,13,19,53,0.14,0.00,0.14,0.14,0.14,0.17,0.08,0.25,0.17,0.25,Matches
160,Julián Carranza,ar ARG,FW,Philadelphia Union,22,2000,31,28,2487,27.6,14,5,19,14,0,0,8,2,12.2,12.2,4.0,16.2,34,65,201,0.51,0.18,0.69,0.51,0.69,0.44,0.14,0.59,0.44,0.59,Matches
161,Adalberto Carrasquilla,pa PAN,FWMF,Houston Dynamo,24,1998,25,22,2030,22.6,3,5,8,3,0,0,9,0,2.9,2.9,3.6,6.5,61,160,110,0.13,0.22,0.35,0.13,0.35,0.13,0.16,0.29,0.13,0.29,Matches
162,Wilder Cartagena,pe PER,MF,Orlando City,28,1994,24,23,1902,21.1,1,1,2,1,0,0,8,1,0.7,0.7,1.4,2.1,8,120,15,0.05,0.05,0.09,0.05,0.09,0.03,0.07,0.10,0.03,0.10,Matches
163,Javier Casas,us USA,MF,Chicago Fire,19,2003,3,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
164,Julio Cascante,cr CRC,DF,Austin,29,1993,24,24,2063,22.9,2,2,4,2,0,0,5,0,1.8,1.8,0.6,2.5,9,86,2,0.09,0.09,0.17,0.09,0.17,0.08,0.03,0.11,0.08,0.11,Matches
165,Cristian Cásseres Jr.,ve VEN,MF,NY Red Bulls,23,2000,17,16,1440,16.0,1,1,2,1,0,0,7,0,1.2,1.2,3.5,4.7,27,122,40,0.06,0.06,0.12,0.06,0.12,0.08,0.22,0.29,0.08,0.29,Matches
166,Robert Castellanos,us USA,DF,Sporting KC,24,1998,12,7,701,7.8,1,0,1,1,0,0,1,1,0.3,0.3,0.0,0.3,0,15,1,0.13,0.00,0.13,0.13,0.13,0.04,0.00,0.04,0.04,0.04,Matches
167,Roman Celentano,us USA,GK,FC Cincinnati,22,2000,33,33,2970,33.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
168,Edwin Cerrillo,us USA,MF,FC Dallas,22,2000,19,15,1363,15.1,0,0,0,0,0,0,6,0,0.6,0.6,0.3,0.9,12,82,15,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
169,Edwin Cerrillo,us USA,MF,LA Galaxy,22,2000,11,9,807,9.0,0,1,1,0,0,0,3,0,0.2,0.2,0.3,0.5,6,55,10,0.00,0.11,0.11,0.00,0.11,0.02,0.03,0.05,0.02,0.05,Matches
170,Tomás Chancalay,ar ARG,FWMF,NE Revolution,24,1999,11,10,859,9.5,6,0,6,6,0,0,2,0,2.4,2.4,0.9,3.3,36,26,73,0.63,0.00,0.63,0.63,0.63,0.25,0.10,0.35,0.25,0.35,Matches
171,Maikel Chang,cu CUB,MFFW,Real Salt Lake,31,1991,22,12,1015,11.3,0,4,4,0,0,0,1,0,0.7,0.7,2.5,3.2,35,36,124,0.00,0.35,0.35,0.00,0.35,0.06,0.22,0.28,0.06,0.28,Matches
172,Maxime Chanot,lu LUX,DF,NYCFC,33,1989,19,19,1710,19.0,1,0,1,1,0,0,5,0,2.1,2.1,0.0,2.1,8,48,1,0.05,0.00,0.05,0.05,0.05,0.11,0.00,0.11,0.11,0.11,Matches
173,Diego Chará,co COL,MF,Portland Timbers,36,1986,29,28,2565,28.5,0,0,0,0,0,0,8,0,0.0,0.0,0.4,0.4,14,149,17,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
174,Yimmi Chará,co COL,FW,Portland Timbers,31,1991,17,9,739,8.2,1,3,4,1,0,0,0,0,0.6,0.6,1.3,2.0,18,27,67,0.12,0.37,0.49,0.12,0.49,0.08,0.16,0.24,0.08,0.24,Matches
175,Yevhen Cheberko,ua UKR,DF,Columbus Crew,25,1998,6,2,197,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk
176,Giorgio Chiellini,it ITA,DF,LAFC,38,1984,20,17,1364,15.2,1,0,1,1,0,0,2,0,0.9,0.9,0.9,1.7,11,92,2,0.07,0.00,0.07,0.07,0.07,0.06,0.06,0.12,0.06,0.12,Matches
177,Mathieu Choiniere,ca CAN,MFDF,CF Montréal,23,1999,28,27,2432,27.0,5,2,7,4,1,1,4,0,3.3,2.5,4.8,7.3,61,129,137,0.19,0.07,0.26,0.15,0.22,0.12,0.18,0.30,0.09,0.27,Matches
178,Léo Chú,br BRA,FW,Seattle Sounders,22,2000,32,26,2049,22.8,5,7,12,5,0,0,7,1,4.7,4.7,5.7,10.4,102,55,287,0.22,0.31,0.53,0.22,0.53,0.21,0.25,0.46,0.21,0.46,Matches
179,José Cifuentes,ec ECU,MF,LAFC,23,1999,19,13,1362,15.1,1,3,4,1,0,0,4,0,1.9,1.9,3.0,4.9,46,132,63,0.07,0.20,0.26,0.07,0.26,0.12,0.20,0.32,0.12,0.32,Matches
180,Cam Cilley,us USA,FWMF,SJ Earthquakes,22,2000,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
181,Abdoulaye Cissoko,fr FRA,DF,Seattle Sounders,23,1999,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
182,Steve Clark,us USA,GK,Houston Dynamo,36,1986,33,33,2970,33.0,0,1,1,0,0,0,4,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,Matches
183,Stefan Cleveland,us USA,GK,Seattle Sounders,28,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
184,Noah Cobb,us USA,DF,Atlanta Utd,17,2005,3,2,196,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
185,Alonso Coello,es ESP,MF,Toronto FC,23,1999,21,13,1290,14.3,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.5,10,85,12,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
186,Jackson Conway,us USA,FW,Atlanta Utd,21,2001,1,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,3,0.00,0.00,0.00,0.00,0.00,0.06,0.14,0.20,0.06,0.20,Matches
187,Enzo Copetti,ar ARG,FW,Charlotte,27,1996,26,23,1982,22.0,6,1,7,5,1,1,7,0,5.9,5.1,1.6,6.7,21,32,152,0.27,0.05,0.32,0.23,0.27,0.27,0.07,0.34,0.23,0.30,Matches
188,Gabriele Corbo,it ITA,DF,CF Montréal,23,2000,28,25,2285,25.4,0,1,1,0,0,0,6,0,0.6,0.6,0.6,1.2,14,114,23,0.00,0.04,0.04,0.00,0.04,0.02,0.02,0.05,0.02,0.05,Matches
189,Sergio Córdova,ve VEN,FWMF,Vancouver W'caps,25,1997,19,9,842,9.4,2,0,2,2,0,0,2,0,2.8,2.8,1.2,4.0,22,17,58,0.21,0.00,0.21,0.21,0.21,0.30,0.12,0.43,0.30,0.43,Matches
190,Carlos Coronel,py PAR,GK,NY Red Bulls,26,1996,34,34,3060,34.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
191,Guzmán Corujo,uy URU,DF,Charlotte,26,1996,6,5,354,3.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,5,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
192,Douglas Costa,br BRA,FWMF,LA Galaxy,32,1990,19,15,1218,13.5,3,7,10,3,0,0,2,1,3.5,3.5,4.9,8.3,71,81,98,0.22,0.52,0.74,0.22,0.74,0.26,0.36,0.62,0.26,0.62,Matches
193,Séga Coulibaly,fr FRA,DF,LA Galaxy,26,1996,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
194,Cade Cowell,us USA,FW,SJ Earthquakes,19,2003,23,20,1538,17.1,1,2,3,1,0,0,2,0,4.8,4.8,1.1,5.9,59,22,154,0.06,0.12,0.18,0.06,0.18,0.28,0.06,0.34,0.28,0.34,Matches
195,Ben Cremaschi,us USA,MFFW,Inter Miami,17,2005,28,21,1793,19.9,2,4,6,2,0,0,6,0,2.2,2.2,2.2,4.4,31,76,103,0.10,0.20,0.30,0.10,0.30,0.11,0.11,0.22,0.11,0.22,Matches
196,Maxime Crépeau,ca CAN,GK,LAFC,28,1994,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
197,Daniel Crisostomo,us USA,MF,LAFC,26,1997,6,3,280,3.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,2,12,8,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
198,Andrés Cubas,py PAR,MF,Vancouver W'caps,26,1996,28,27,2139,23.8,0,1,1,0,0,0,7,0,0.1,0.1,0.7,0.8,4,100,5,0.00,0.04,0.04,0.00,0.04,0.01,0.03,0.03,0.01,0.03,Matches
199,Cucho,co COL,FW,Columbus Crew,23,1999,27,27,2368,26.3,16,7,23,11,5,5,5,1,20.2,16.3,6.7,23.0,102,124,235,0.61,0.27,0.87,0.42,0.68,0.77,0.26,1.02,0.62,0.87,Matches
200,Mauricio Cuevas,us USA,DF,LA Galaxy,19,2003,8,5,424,4.7,0,0,0,0,0,0,2,0,0.0,0.0,0.6,0.6,9,19,28,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Matches
Rk
201,Braian Cufré,ar ARG,DF,NYCFC,26,1996,25,22,1866,20.7,2,3,5,2,0,0,6,1,1.3,1.3,3.5,4.8,28,65,125,0.10,0.14,0.24,0.10,0.24,0.06,0.17,0.23,0.06,0.23,Matches
202,Antony Curic,ca CAN,DF,Toronto FC,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
203,Rafael Czichos,de GER,DF,Chicago Fire,32,1990,32,28,2515,27.9,2,0,2,1,1,1,6,0,3.7,2.9,0.0,2.9,14,74,7,0.07,0.00,0.07,0.04,0.04,0.13,0.00,0.13,0.10,0.10,Matches
204,Cristián Dajome,co COL,FWDF,D.C. United,29,1994,19,7,780,8.7,2,1,3,2,0,0,2,0,1.2,1.2,0.9,2.1,27,24,71,0.23,0.12,0.35,0.23,0.35,0.13,0.11,0.24,0.13,0.24,Matches
205,Cristián Dajome,co COL,MFFW,Vancouver W'caps,29,1994,7,4,297,3.3,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,10,8,28,0.00,0.00,0.00,0.00,0.00,0.15,0.09,0.24,0.15,0.24,Matches
206,Dagur Dan Þórhallsson,is ISL,DFMF,Orlando City,22,2000,30,12,1206,13.4,2,3,5,2,0,0,2,0,1.8,1.8,1.9,3.8,33,36,42,0.15,0.22,0.37,0.15,0.37,0.14,0.14,0.28,0.14,0.28,Matches
207,Daniel,br BRA,GK,SJ Earthquakes,28,1994,22,22,1945,21.6,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
208,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,23,1999,24,10,962,10.7,0,0,0,0,0,0,3,2,0.7,0.7,0.7,1.4,13,40,24,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,Matches
209,Juan David Mosquera,co COL,DF,Portland Timbers,20,2002,29,27,2406,26.7,2,4,6,2,0,0,1,0,2.1,2.1,3.0,5.1,76,115,117,0.07,0.15,0.22,0.07,0.22,0.08,0.11,0.19,0.08,0.19,Matches
210,Jesús David Murillo,co COL,DF,LAFC,28,1994,19,14,1426,15.8,0,0,0,0,0,0,4,0,0.7,0.7,0.2,0.8,14,50,8,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
211,Bode Davis,us USA,DF,Real Salt Lake,20,2002,23,13,1180,13.1,0,1,1,0,0,0,2,0,0.7,0.7,0.6,1.4,31,62,57,0.00,0.08,0.08,0.00,0.08,0.05,0.05,0.10,0.05,0.10,Matches
212,Erick Davis,pa PAN,DF,D.C. United,31,1991,8,6,538,6.0,0,0,0,0,0,0,0,0,0.2,0.2,0.8,0.9,9,31,17,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.16,0.03,0.16,Matches
213,Jake Davis,us USA,DF,Sporting KC,21,2002,26,24,2037,22.6,0,1,1,0,0,0,3,0,0.1,0.1,1.6,1.7,35,101,110,0.00,0.04,0.04,0.00,0.04,0.01,0.07,0.08,0.01,0.08,Matches
214,Sean Davis,us USA,MF,Nashville SC,29,1993,32,21,1869,20.8,0,1,1,0,0,0,0,0,0.8,0.8,0.3,1.0,4,85,17,0.00,0.05,0.05,0.00,0.05,0.04,0.01,0.05,0.04,0.05,Matches
215,Jonathan Dean,us USA,DF,Chicago Fire,25,1997,22,13,1377,15.3,0,1,1,0,0,0,5,0,0.0,0.0,1.2,1.2,29,55,57,0.00,0.07,0.07,0.00,0.07,0.00,0.08,0.08,0.00,0.08,Matches
216,Miloš Degenek,au AUS,DF,Columbus Crew,28,1994,12,10,858,9.5,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,2,40,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
217,Brecht Dejaegere,be BEL,FWMF,Charlotte,31,1991,9,7,481,5.3,1,0,1,1,0,0,0,0,1.1,1.1,0.6,1.7,16,27,39,0.19,0.00,0.19,0.19,0.19,0.21,0.10,0.31,0.21,0.31,Matches
218,Marky Delgado,us USA,MF,LA Galaxy,27,1995,30,25,2313,25.7,2,2,4,2,0,0,6,0,1.8,1.8,2.7,4.6,58,181,158,0.08,0.08,0.16,0.08,0.16,0.07,0.11,0.18,0.07,0.18,Matches
219,Luis Díaz,cr CRC,FW,Colorado Rapids,24,1998,3,0,92,1.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,8,2,13,0.00,0.00,0.00,0.00,0.00,0.28,0.03,0.32,0.28,0.32,Matches
220,Luis Díaz,cr CRC,DFMF,Columbus Crew,24,1998,4,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
