ranker,player,nationality,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
554,Darlington Nagbe,us USA,MF,Columbus Crew,32,1990,31.0,29,15,9,13,7,14,32,43.8,18,23,5,18,21,50,20,0,Matches
555,Andy Najar,hn HON,DF,D.C. United,29,1993,12.3,29,20,18,9,2,16,36,44.4,20,14,3,11,17,46,17,0,Matches
556,Federico Navarro,ar ARG,MF,Chicago Fire,22,2000,12.2,35,24,16,18,1,13,34,38.2,21,14,7,7,17,52,14,1,Matches
557,Miguel Navarro,ve VEN,DF,Chicago Fire,23,1999,21.9,45,30,29,13,3,22,34,64.7,12,38,7,31,45,90,66,1,Matches
558,Rafael Navarro,br BRA,FW,Colorado Rapids,22,2000,9.8,7,6,0,6,1,0,8,0.0,8,8,2,6,5,12,7,0,Matches
559,Hassan Ndam,cm CMR,DF,NY Red Bulls,24,1998,7.8,16,11,10,6,0,11,15,73.3,4,14,6,8,15,31,26,0,Matches
560,Logan Ndenbe,be BEL,DF,Sporting KC,22,2000,17.1,24,15,14,7,3,10,24,41.7,14,14,2,12,24,48,24,0,Matches
561,Jalen Neal,us USA,DF,LA Galaxy,19,2003,14.3,13,10,10,3,0,7,13,53.8,6,21,12,9,22,35,58,0,Matches
562,Dylan Nealis,us USA,DF,NY Red Bulls,24,1998,11.5,32,19,16,12,4,20,34,58.8,14,17,1,16,16,48,28,0,Matches
563,Sean Nealis,us USA,DF,NY Red Bulls,26,1997,30.2,44,28,27,15,2,37,59,62.7,22,32,12,20,30,74,106,0,Matches
564,Franco Negri,ar ARG,DF,Inter Miami,27,1995,14.8,35,21,14,19,2,18,33,54.5,15,25,3,22,26,61,27,0,Matches
565,John Nelson,us USA,DF,St. Louis,24,1998,14.1,31,20,15,13,3,18,39,46.2,21,18,2,16,16,47,43,1,Matches
566,Jake Nerwinski,us USA,DF,St. Louis,28,1994,24.6,40,22,24,12,4,20,56,35.7,36,29,4,25,38,78,64,2,Matches
567,Harvey Neville,ie IRL,DFMF,Inter Miami,20,2002,2.2,6,4,4,2,0,5,11,45.5,6,4,1,3,4,10,4,0,Matches
568,Jean-Claude Ngando,cm CMR,MFFW,Vancouver W'caps,23,1999,0.9,4,4,0,3,1,2,4,50.0,2,1,0,1,1,5,2,0,Matches
569,Sam Nicholson,sct SCO,MFDF,Colorado Rapids,28,1995,16.6,13,9,6,4,3,4,18,22.2,14,17,4,13,13,26,27,0,Matches
570,Jarosław Niezgoda,pl POL,FW,Portland Timbers,27,1995,7.3,7,3,2,4,1,2,7,28.6,5,6,2,4,2,9,4,0,Matches
571,Joakim Nilsson,se SWE,DF,St. Louis,28,1994,6.6,12,9,8,4,0,9,12,75.0,3,20,14,6,12,24,29,0,Matches
572,Matt Nocita,us USA,DF,NY Red Bulls,22,2000,0.3,2,2,2,0,0,0,1,0.0,1,0,0,0,2,4,1,0,Matches
573,Nolan Norris,us USA,MF,FC Dallas,17,2005,1.5,2,2,1,1,0,2,3,66.7,1,1,1,0,0,2,2,0,Matches
574,Tsiki Ntsabeleng,za RSA,MFFW,FC Dallas,24,1998,3.9,7,2,3,3,1,3,6,50.0,3,4,1,3,3,10,2,0,Matches
575,Obinna Nwobodo,ng NGA,MF,FC Cincinnati,26,1996,28.7,87,62,32,45,10,38,87,43.7,49,34,1,33,55,142,45,0,Matches
Rk
576,Moses Nyeman,us USA,MF,Real Salt Lake,19,2003,0.3,1,0,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0,Matches
577,Lewis O'Brien,eng ENG,MF,D.C. United,24,1998,16.8,38,21,12,20,6,19,49,38.8,30,21,6,15,17,55,13,2,Matches
578,Shane O'Neill,us USA,DF,Toronto FC,29,1993,10.4,17,13,11,6,0,10,15,66.7,5,14,8,6,16,33,28,0,Matches
579,Kevin O'Toole,us USA,DFMF,NYCFC,24,1998,13.3,22,14,15,4,3,18,33,54.5,15,23,7,16,14,36,34,0,Matches
580,Jáder Obrian,co COL,FWMF,FC Dallas,27,1995,21.0,23,10,9,12,2,10,42,23.8,32,18,0,18,13,36,7,0,Matches
581,Chinonso Offor,ng NGA,FW,CF Montréal,22,2000,16.8,9,6,2,2,5,2,12,16.7,10,12,2,10,2,11,18,0,Matches
582,Braian Ojeda,py PAR,MF,Real Salt Lake,22,2000,24.0,55,32,18,30,7,26,60,43.3,34,27,6,21,41,96,21,0,Matches
583,Martín Ojeda,ar ARG,FWMF,Orlando City,24,1998,19.5,22,17,7,10,5,8,33,24.2,25,30,0,30,13,35,23,0,Matches
584,Cristian Olivera,uy URU,FW,LAFC,20,2002,6.7,14,8,4,5,5,7,14,50.0,7,7,0,7,2,16,2,0,Matches
585,Tani Oluwaseyi,ca CAN,FW,Minnesota Utd,22,2000,0.1,2,1,1,1,0,0,0,,0,0,0,0,0,2,1,0,Matches
586,Wyatt Omsberg,us USA,DF,Chicago Fire,27,1995,7.9,7,2,6,1,0,3,6,50.0,3,14,13,1,14,21,33,0,Matches
587,Kwadwo Opoku,gh GHA,FW,LAFC,21,2001,13.1,13,8,2,8,3,8,20,40.0,12,11,2,9,2,15,5,0,Matches
588,Kwadwo Opoku,gh GHA,FW,CF Montréal,21,2001,10.3,6,3,2,2,2,2,8,25.0,6,6,0,6,5,11,2,0,Matches
589,Nathan Ordaz,sv SLV,FW,LAFC,19,2004,2.9,4,1,1,1,2,0,2,0.0,2,4,0,4,0,4,1,0,Matches
590,Arquimides Ordonez,gt GUA,FW,FC Cincinnati,19,2003,3.1,6,5,1,2,3,1,2,50.0,1,2,1,1,0,6,0,0,Matches
591,Prince Osei Owusu,de GER,FW,Toronto FC,26,1997,2.9,3,2,1,2,0,2,2,100.0,0,1,0,1,1,4,6,0,Matches
592,Jonathan Osorio,ca CAN,MFFW,Toronto FC,30,1992,20.8,22,16,9,8,5,9,18,50.0,9,10,0,10,16,38,11,0,Matches
593,Tomáš Ostrák,cz CZE,MFFW,St. Louis,22,2000,12.8,25,17,11,9,5,11,31,35.5,20,11,0,11,2,27,5,0,Matches
594,Bryan Oviedo,cr CRC,DF,Real Salt Lake,32,1990,19.9,40,27,27,8,5,20,38,52.6,18,17,7,10,24,64,49,0,Matches
595,Devin Padelford,us USA,DF,Minnesota Utd,20,2003,1.7,3,2,2,1,0,1,2,50.0,1,1,0,1,1,4,3,0,Matches
596,Maarten Paes,id IDN,GK,FC Dallas,24,1998,29.1,3,1,3,0,0,3,3,100.0,0,0,0,0,0,3,18,2,Matches
597,Nelson Palacio,co COL,MF,Real Salt Lake,21,2001,9.6,12,10,10,2,0,8,22,36.4,14,7,2,5,10,22,11,0,Matches
598,Diego Palacios,ec ECU,DF,LAFC,23,1999,27.0,89,47,48,32,9,45,70,64.3,25,45,6,39,55,144,57,0,Matches
599,Sergi Palencia,es ESP,DF,LAFC,26,1996,14.0,43,30,30,11,2,26,42,61.9,16,21,3,18,22,65,20,0,Matches
600,Victor Pálsson,is ISL,DFMF,D.C. United,31,1991,17.5,28,16,11,15,2,14,27,51.9,13,17,5,12,25,53,58,0,Matches
Rk
601,Jack Panayotou,us USA,MFDF,NE Revolution,18,2004,3.6,9,6,4,3,2,4,9,44.4,5,3,0,3,2,11,2,0,Matches
602,Elliot Panicco,us USA,GK,Nashville SC,26,1996,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
603,James Pantemis,ca CAN,GK,CF Montréal,25,1997,1.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
604,Cristhian Paredes,py PAR,MF,Portland Timbers,24,1998,21.2,73,38,26,35,12,32,62,51.6,30,27,5,22,18,91,19,0,Matches
605,Isaiah Parente,us USA,MFFW,Columbus Crew,22,2000,0.5,2,2,0,2,0,0,5,0.0,5,1,0,1,1,3,1,0,Matches
606,Tim Parker,us USA,DF,St. Louis,29,1993,28.5,29,20,20,6,3,13,27,48.1,14,26,20,6,45,74,151,1,Matches
607,Keaton Parks,us USA,MF,NYCFC,25,1997,27.9,51,27,22,25,4,24,48,50.0,24,33,10,23,22,73,42,0,Matches
608,Ilijah Paul,us USA,FWMF,Real Salt Lake,20,2002,1.2,1,1,0,0,1,0,2,0.0,2,0,0,0,0,1,1,0,Matches
609,João Paulo Mior,br BRA,MF,Seattle Sounders,31,1991,27.3,70,39,35,29,6,49,103,47.6,54,30,7,23,48,118,47,0,Matches
610,Adam Pearlman,ca CAN,DF,Toronto FC,17,2005,0.1,1,0,1,0,0,0,0,,0,1,0,1,0,1,0,1,Matches
611,Matías Pellegrini,ar ARG,FWMF,NYCFC,22,2000,12.8,24,15,11,10,3,11,37,29.7,26,23,1,22,7,31,10,1,Matches
612,Andrés Perea,us USA,MF,Philadelphia Union,22,2000,1.7,3,2,1,2,0,1,4,25.0,3,3,1,2,2,5,7,0,Matches
613,Andrés Perea,us USA,MF,NYCFC,22,2000,8.6,14,12,5,8,1,7,17,41.2,10,9,2,7,8,22,7,0,Matches
614,Daniel Pereira,ve VEN,MF,Austin,22,2000,28.1,39,23,19,16,4,13,73,17.8,60,35,8,27,32,71,25,2,Matches
615,Gabriel Pereira,br BRA,FWMF,NYCFC,21,2001,17.1,14,11,5,7,2,4,14,28.6,10,12,0,12,9,23,7,0,Matches
616,Mauricio Pereyra,uy URU,MF,Orlando City,32,1990,23.5,40,28,15,19,6,23,52,44.2,29,11,2,9,11,51,8,1,Matches
617,Jonathan Perez,mx MEX,DFMF,LA Galaxy,20,2003,1.3,3,1,1,1,1,0,1,0.0,1,1,0,1,2,5,1,0,Matches
618,Miguel Perez,us USA,MF,St. Louis,17,2005,6.8,23,12,13,6,4,13,28,46.4,15,12,1,11,10,33,9,0,Matches
619,Jordan Perruzza,ca CAN,FWMF,Toronto FC,22,2001,1.4,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,Matches
620,Luca Petrasso,ca CAN,DFFW,Orlando City,22,2000,4.8,8,5,3,3,2,4,6,66.7,2,4,1,3,3,11,6,0,Matches
621,Raoul Petretta,it ITA,DF,Toronto FC,25,1997,19.4,57,37,32,20,5,39,50,78.0,11,20,5,15,25,82,46,0,Matches
622,Đorđe Petrović,rs SRB,GK,NE Revolution,23,1999,22.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,7,1,Matches
623,Fafà Picault,ht HAI,FWMF,Nashville SC,31,1991,18.0,21,16,9,9,3,4,15,26.7,11,24,4,20,15,36,13,0,Matches
624,Selmir Pidro,ba BIH,DF,St. Louis,24,1998,0.5,3,1,1,1,1,1,2,50.0,1,1,1,0,0,3,1,0,Matches
625,Kayden Pierre,us USA,DF,Sporting KC,19,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Rk
626,Samuel Piette,ca CAN,MF,CF Montréal,28,1994,12.1,27,18,14,13,0,14,30,46.7,16,12,4,8,11,38,16,0,Matches
627,Mauricio Pineda,us USA,DFMF,Chicago Fire,25,1997,17.4,36,19,25,9,2,21,33,63.6,12,31,10,21,27,63,56,0,Matches
628,Donovan Pines,us USA,DF,D.C. United,24,1998,20.5,36,27,22,13,1,20,27,74.1,7,22,15,7,45,81,88,1,Matches
629,Malik Pinto,us USA,MF,FC Cincinnati,20,2002,4.4,11,4,5,5,1,6,17,35.3,11,10,4,6,1,12,6,0,Matches
630,Gabriel Pirani,br BRA,MF,D.C. United,20,2002,9.2,12,8,4,7,1,2,7,28.6,5,7,0,7,2,14,1,0,Matches
631,Rodolfo Pizarro,mx MEX,MFFW,Inter Miami,28,1994,10.3,19,7,6,5,8,10,17,58.8,7,11,1,10,4,23,2,0,Matches
632,Matt Polster,us USA,MFDF,NE Revolution,29,1993,30.4,54,30,23,29,2,31,65,47.7,34,23,9,14,45,99,44,3,Matches
633,Célio Pompeu,br BRA,FWMF,St. Louis,23,1999,10.8,36,26,14,15,7,18,41,43.9,23,28,1,27,7,43,6,0,Matches
634,Paxton Pomykal,us USA,MF,FC Dallas,23,1999,17.8,37,27,16,15,6,18,49,36.7,31,26,7,19,28,65,15,0,Matches
635,Alvas Powell,jm JAM,DF,FC Cincinnati,28,1994,10.6,23,14,16,7,0,17,29,58.6,12,12,4,8,12,35,34,0,Matches
636,Jack Price,eng ENG,MF,Colorado Rapids,30,1992,0.4,2,1,1,0,1,1,1,100.0,0,0,0,0,1,3,0,0,Matches
637,Ralph Priso-Mbongue,ca CAN,MF,Colorado Rapids,20,2002,11.5,28,14,18,7,3,12,27,44.4,15,11,1,10,9,37,12,0,Matches
638,Andrew Privett,us USA,DF,Charlotte,22,2000,11.6,16,11,5,9,2,6,15,40.0,9,10,1,9,11,27,23,2,Matches
639,Kacper Przybyłko,pl POL,FW,Chicago Fire,29,1993,10.8,6,3,1,4,1,3,5,60.0,2,10,3,7,3,9,15,0,Matches
640,Riqui Puig,es ESP,MFFW,LA Galaxy,23,1999,28.1,19,13,5,8,6,12,26,46.2,14,13,1,12,12,31,2,0,Matches
641,Teemu Pukki,fi FIN,FW,Minnesota Utd,32,1990,11.5,0,0,0,0,0,0,6,0.0,6,4,0,4,1,1,8,0,Matches
642,Alan Pulido,mx MEX,FW,Sporting KC,31,1991,24.5,13,7,4,5,4,1,10,10.0,9,7,2,5,4,17,11,0,Matches
643,John Pulskamp,us USA,GK,Sporting KC,21,2001,5.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,3,0,Matches
644,Facundo Quignon,ar ARG,MF,FC Dallas,29,1993,21.3,52,27,26,22,4,24,54,44.4,30,25,4,21,30,82,43,0,Matches
645,Nelson Quiñones,co COL,FWMF,Houston Dynamo,20,2002,16.4,36,27,20,12,4,10,21,47.6,11,14,0,14,14,50,8,1,Matches
646,Philip Quinton,us USA,DF,Columbus Crew,23,1999,10.4,10,4,7,2,1,5,14,35.7,9,8,5,3,18,28,33,0,Matches
647,Romell Quioto,hn HON,FW,CF Montréal,31,1991,8.9,5,2,0,4,1,0,3,0.0,3,2,1,1,0,5,7,0,Matches
648,Nemanja Radoja,rs SRB,MF,Sporting KC,29,1993,19.0,33,21,10,21,2,23,42,54.8,19,14,2,12,29,62,5,0,Matches
649,Aleksandar Radovanović,rs SRB,DF,Austin,29,1993,3.9,7,4,4,3,0,0,3,0.0,3,4,2,2,6,13,13,1,Matches
650,Jeremy Rafanello,us USA,MF,Philadelphia Union,22,2000,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Rk
651,Jackson Ragen,us USA,DF,Seattle Sounders,24,1998,31.6,32,22,29,3,0,21,35,60.0,14,53,31,22,31,63,142,0,Matches
652,Brooklyn Raines,us USA,MFFW,Houston Dynamo,17,2005,2.2,4,4,2,2,0,2,2,100.0,0,3,0,3,4,8,1,0,Matches
653,Christian Ramirez,us USA,FWMF,Columbus Crew,31,1991,17.9,1,0,0,1,0,0,5,0.0,5,8,1,7,2,3,15,0,Matches
654,Greg Ranjitsingh,tt TRI,GK,Toronto FC,29,1993,4.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,5,1,Matches
655,Ryan Raposo,ca CAN,DFFW,Vancouver W'caps,23,1999,14.8,19,13,7,7,5,9,18,50.0,9,15,4,11,22,41,33,0,Matches
656,Justin Rasmussen,us USA,DF,Portland Timbers,24,1998,3.7,9,8,6,2,1,5,10,50.0,5,3,1,2,3,12,8,0,Matches
657,Sean Rea,ca CAN,MFFW,CF Montréal,20,2002,8.3,5,3,2,2,1,0,4,0.0,4,7,0,7,2,7,0,0,Matches
658,Matthew Real,us USA,DFMF,Philadelphia Union,23,1999,5.5,14,7,7,5,2,9,12,75.0,3,13,5,8,3,17,7,0,Matches
659,Rodney Redes,py PAR,MFFW,Austin,22,2000,5.4,7,4,3,3,1,2,6,33.3,4,6,1,5,3,10,5,0,Matches
660,Jayden Reid,us USA,MF,NY Red Bulls,21,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
661,Justin Rennicks,us USA,FWMF,NE Revolution,23,1999,4.3,10,5,4,5,1,7,13,53.8,6,7,0,7,1,11,5,0,Matches
662,Andrés Reyes,co COL,DF,NY Red Bulls,23,1999,26.5,47,32,30,15,2,24,37,64.9,13,26,11,15,61,108,87,0,Matches
663,Emanuel Reynoso,ar ARG,MF,Minnesota Utd,27,1995,15.2,21,11,4,8,9,9,21,42.9,12,14,0,14,5,26,0,0,Matches
664,Spencer Richey,us USA,GK,Chicago Fire,30,1992,4.7,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,3,1,Matches
665,Emiliano Rigoni,ar ARG,FWMF,Austin,29,1993,24.3,22,16,9,9,4,10,25,40.0,15,23,4,19,5,27,35,0,Matches
666,Chris Rindov,us USA,DF,Sporting KC,21,2001,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
667,Alexander Ring,fi FIN,DFMF,Austin,31,1991,23.9,37,24,25,9,3,20,47,42.6,27,27,17,10,27,64,69,2,Matches
668,Birk Risa,no NOR,DF,NYCFC,24,1998,9.6,9,4,6,3,0,6,11,54.5,5,4,3,1,8,17,33,0,Matches
669,Damien Rivera,cr CRC,FWMF,NE Revolution,20,2002,2.0,1,1,1,0,0,1,2,50.0,1,2,0,2,1,2,3,0,Matches
670,Nigel Robertha,nl NED,FWMF,D.C. United,24,1998,3.4,2,1,0,1,1,1,2,50.0,1,2,0,2,0,2,1,0,Matches
671,Miles Robinson,us USA,DF,Atlanta Utd,25,1997,26.3,36,24,23,10,3,15,26,57.7,11,26,19,7,25,61,99,0,Matches
672,Robbie Robinson,us USA,FWMF,Inter Miami,24,1998,3.8,7,4,4,3,0,1,7,14.3,6,2,1,1,1,8,1,0,Matches
673,Rodrigues,br BRA,DF,SJ Earthquakes,25,1997,33.3,72,46,56,15,1,48,74,64.9,26,43,27,16,58,130,152,1,Matches
674,Abraham Rodriguez,us USA,GK,Colorado Rapids,20,2002,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
675,Memo Rodriguez,us USA,FWMF,Austin,27,1995,2.7,7,5,5,0,2,3,6,50.0,3,1,0,1,2,9,6,0,Matches
Rk
676,Memo Rodriguez,us USA,MFFW,LA Galaxy,27,1995,7.4,13,7,8,1,4,6,16,37.5,10,5,3,2,2,15,1,0,Matches
677,Missael Rodriguez,us USA,FW,Chicago Fire,19,2003,0.2,3,1,3,0,0,2,3,66.7,1,0,0,0,0,3,1,0,Matches
678,Santiago Rodríguez,uy URU,MFFW,NYCFC,23,2000,28.7,36,19,12,12,12,10,41,24.4,31,27,1,26,11,47,10,1,Matches
679,Alex Roldan,sv SLV,DF,Seattle Sounders,26,1996,26.9,53,38,24,22,7,33,59,55.9,26,25,5,20,23,76,51,1,Matches
680,Cristian Roldan,us USA,FWDF,Seattle Sounders,27,1995,13.9,22,14,10,9,3,10,21,47.6,11,14,0,14,9,31,14,0,Matches
681,Tomas Romero,sv SLV,GK,Toronto FC,22,2000,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,2,Matches
682,David Romney,us USA,DF,NE Revolution,29,1993,34.0,23,14,15,7,1,19,34,55.9,15,50,31,19,37,60,162,2,Matches
683,Connor Ronan,ie IRL,MF,Colorado Rapids,24,1998,31.6,32,20,18,12,2,20,60,33.3,40,22,5,17,20,52,26,2,Matches
684,Eloy Room,cw CUW,GK,Columbus Crew,33,1989,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
685,Joseph Rosales,hn HON,FWMF,Minnesota Utd,22,2000,12.1,32,22,10,18,4,14,27,51.9,13,19,2,17,12,44,14,1,Matches
686,Oriol Rosell,es ESP,MF,LA Galaxy,30,1992,9.4,18,11,8,7,3,5,17,29.4,12,13,3,10,6,24,14,1,Matches
687,Keegan Rosenberry,us USA,DF,Colorado Rapids,29,1993,25.2,32,24,12,16,4,21,38,55.3,17,24,13,11,46,78,54,0,Matches
688,Daniel Rosero,co COL,DF,Sporting KC,29,1993,25.1,28,13,19,8,1,17,34,50.0,17,34,23,11,34,62,103,2,Matches
689,Matheus Rossetto,br BRA,MF,Atlanta Utd,26,1996,20.3,54,32,21,27,6,18,39,46.2,21,19,2,17,17,71,23,1,Matches
690,Diego Rossi,uy URU,MFFW,Columbus Crew,24,1998,8.6,4,3,3,1,0,1,3,33.3,2,8,0,8,3,7,3,0,Matches
691,Sigurd Rosted,no NOR,DF,Toronto FC,28,1994,18.3,23,11,12,10,1,14,21,66.7,7,21,14,7,30,53,74,1,Matches
692,Paul Rothrock,us USA,FW,Seattle Sounders,24,1999,0.5,3,3,1,1,1,0,0,,0,0,0,0,0,3,0,0,Matches
693,Kelyn Rowe,us USA,DF,Seattle Sounders,31,1991,3.8,11,10,7,4,0,9,15,60.0,6,1,0,1,9,20,3,0,Matches
694,Ruan,br BRA,DFMF,D.C. United,27,1995,15.8,35,19,20,12,3,14,28,50.0,14,8,2,6,10,45,22,1,Matches
695,Rubio Rubin,gt GUA,FWMF,Real Salt Lake,26,1996,14.4,6,4,0,5,1,0,5,0.0,5,6,1,5,4,10,6,0,Matches
696,Diego Rubio,cl CHI,MFFW,Colorado Rapids,29,1993,11.9,17,12,5,10,2,5,13,38.5,8,8,1,7,6,23,18,0,Matches
697,Raúl Ruidíaz,pe PER,FW,Seattle Sounders,32,1990,11.7,6,2,3,2,1,2,10,20.0,8,12,0,12,0,6,3,0,Matches
698,Pablo Ruíz,ar ARG,MF,Real Salt Lake,24,1998,15.3,42,28,22,20,0,25,56,44.6,31,23,3,20,15,57,8,2,Matches
699,David Ruíz-Ochoa,hn HON,MF,Inter Miami,18,2004,13.2,31,22,13,11,7,12,32,37.5,20,13,2,11,13,44,2,0,Matches
700,Albert Rusnák,sk SVK,MFFW,Seattle Sounders,28,1994,29.1,18,8,6,8,4,7,30,23.3,23,13,2,11,22,40,5,0,Matches
Rk
701,Johnny Russell,sct SCO,FW,Sporting KC,32,1990,18.7,16,8,7,6,3,7,17,41.2,10,21,1,20,18,34,18,0,Matches
702,Jacen Russell-Rowe,ca CAN,FWMF,Columbus Crew,20,2002,6.0,7,4,1,3,3,3,9,33.3,6,6,0,6,2,9,2,0,Matches
703,Ryan Sailor,us USA,DFFW,Inter Miami,24,1998,3.4,4,2,2,2,0,1,1,100.0,0,3,2,1,3,7,27,1,Matches
704,Nathan-Dylan Saliba,ca CAN,MF,CF Montréal,18,2004,19.7,49,27,14,27,8,21,46,45.7,25,26,5,21,16,65,11,0,Matches
705,Abdi Salim,so SOM,DF,Orlando City,21,2001,1.6,4,2,2,1,1,3,3,100.0,0,2,1,1,4,8,3,0,Matches
706,Dániel Sallói,hu HUN,FW,Sporting KC,26,1996,31.9,18,16,6,7,5,8,20,40.0,12,24,5,19,16,34,21,0,Matches
707,Gaoussou Samaké,ci CIV,MFDF,D.C. United,25,1997,4.0,7,4,4,0,3,4,12,33.3,8,4,1,3,8,15,4,0,Matches
708,Ilie Sánchez,es ESP,MF,LAFC,32,1990,28.8,60,34,24,23,13,30,75,40.0,45,31,8,23,36,96,33,0,Matches
709,James Sands,us USA,MFDF,NYCFC,22,2000,24.1,59,36,28,28,3,25,48,52.1,23,38,10,28,26,85,29,0,Matches
710,William Sands,us USA,DFMF,Columbus Crew,22,2000,5.4,11,9,4,4,3,7,11,63.6,4,8,3,5,4,15,5,0,Matches
711,Jeong Sangbin,kr KOR,FWMF,Minnesota Utd,20,2002,10.7,4,2,1,0,3,2,3,66.7,1,2,0,2,7,11,3,0,Matches
712,Sergio Santos Gomes,br BRA,FWMF,FC Cincinnati,28,1994,10.0,18,16,3,11,4,2,5,40.0,3,6,0,6,1,19,6,0,Matches
713,Nuno Santos,pt POR,MF,Charlotte,23,1999,2.4,4,0,0,4,0,3,4,75.0,1,3,1,2,2,6,0,0,Matches
714,Pedro Santos,pt POR,DFMF,D.C. United,34,1988,16.7,56,40,34,20,2,35,65,53.8,30,22,2,20,10,66,23,1,Matches
715,Rafael Santos,br BRA,DF,Orlando City,24,1998,22.1,46,25,30,11,5,21,37,56.8,16,17,3,14,27,73,46,0,Matches
716,C.J. Sapong,us USA,FW,Toronto FC,34,1988,14.1,8,4,1,5,2,1,5,20.0,4,2,1,1,7,15,16,0,Matches
717,C.J. Sapong,us USA,FW,Nashville SC,34,1988,4.2,5,1,0,2,3,1,1,100.0,0,3,0,3,3,8,4,0,Matches
718,Hayden Sargis,us USA,DF,D.C. United,20,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
719,Jefferson Savarino,ve VEN,MFFW,Real Salt Lake,26,1996,21.6,18,16,7,7,4,7,23,30.4,16,6,0,6,4,22,4,0,Matches
720,Rodrigo Schlegel,ar ARG,DF,Orlando City,25,1997,21.9,34,14,20,9,5,20,34,58.8,14,23,15,8,24,58,92,1,Matches
721,Tate Schmitt,us USA,DF,Houston Dynamo,25,1997,4.4,4,2,2,1,1,1,2,50.0,1,4,0,4,4,8,4,0,Matches
722,Alessandro Schöpf,at AUT,MF,Vancouver W'caps,28,1994,19.7,38,20,16,17,5,14,32,43.8,18,24,5,19,16,54,16,0,Matches
723,Patrick Schulte,us USA,GK,Columbus Crew,21,2001,31.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,2,Matches
724,Dante Sealy,us USA,MFDF,FC Dallas,19,2003,3.2,7,5,1,5,1,3,8,37.5,5,6,3,3,1,8,7,0,Matches
725,Gabe Segal,us USA,FW,NYCFC,21,2001,4.6,8,7,1,3,4,4,6,66.7,2,3,0,3,1,9,2,0,Matches
Rk
726,Amar Sejdic,us USA,MF,Atlanta Utd,26,1996,11.8,18,12,9,7,2,6,29,20.7,23,17,3,14,12,30,7,0,Matches
727,Brandon Servania,us USA,MFFW,Toronto FC,23,1999,18.9,52,30,23,23,6,23,57,40.4,34,25,3,22,10,62,17,0,Matches
728,Jacob Shaffelburg,ca CAN,FWMF,Nashville SC,23,1999,14.6,9,5,2,3,4,5,22,22.7,17,21,0,21,16,25,6,0,Matches
729,Xherdan Shaqiri,ch SUI,MF,Chicago Fire,31,1991,22.8,10,6,6,4,0,2,10,20.0,8,12,2,10,5,15,1,2,Matches
730,Billy Sharp,eng ENG,FW,LA Galaxy,36,1986,7.9,2,1,0,2,0,0,1,0.0,1,4,3,1,0,2,7,0,Matches
731,Khiry Shelton,us USA,FWMF,Sporting KC,29,1993,9.4,8,5,1,6,1,2,6,33.3,4,5,0,5,16,24,10,0,Matches
732,Andre Shinyashiki,br BRA,MFFW,Charlotte,27,1995,2.1,6,3,1,5,0,3,9,33.3,6,2,0,2,1,7,0,0,Matches
733,Marcelo Silva,uy URU,DF,Real Salt Lake,33,1989,16.0,19,10,15,4,0,14,26,53.8,12,18,11,7,20,39,50,0,Matches
734,Xande Silva,pt POR,FW,Atlanta Utd,25,1997,7.1,4,0,0,2,2,1,6,16.7,5,1,0,1,4,8,7,0,Matches
735,Jonathan Sirois,ca CAN,GK,CF Montréal,21,2001,32.1,4,1,4,0,0,4,6,66.7,2,0,0,0,1,5,12,1,Matches
736,Pablo Sisniega,mx MEX,GK,Charlotte,27,1995,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
737,Jack Skahan,us USA,FWMF,SJ Earthquakes,24,1998,4.0,3,3,2,1,0,1,5,20.0,4,4,0,4,3,6,2,0,Matches
738,Brad Smith,au AUS,DFFW,Houston Dynamo,28,1994,5.3,8,5,3,4,1,2,8,25.0,6,5,1,4,2,10,14,0,Matches
739,Collin Smith,us USA,DFMF,FC Dallas,19,2003,1.2,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,2,0,Matches
