ranker,player,nationality,position,team,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,matches
194,Bode Davis,us USA,DFFW,Real Salt Lake,21,2002,16.2,1066,945,118,32,2,19,26,78,8,8,0,0,898,3,17,Matches
195,Jake Davis,us USA,DFMF,Sporting KC,22,2002,24.7,1473,1293,176,22,3,17,60,148,6,4,1,0,1155,4,48,Matches
196,Sean Davis,us USA,MF,Nashville SC,30,1993,15.1,580,572,7,6,0,3,3,1,0,0,0,0,499,1,5,Matches
197,Pedro De la Vega,ar ARG,FWMF,Seattle Sounders,22,2001,7.2,290,276,14,3,3,1,24,2,8,2,4,0,208,0,10,Matches
198,Jonathan Dean,us USA,DF,Chicago Fire,26,1997,12.3,522,435,86,2,0,0,24,84,0,0,0,0,413,1,12,Matches
199,Brecht Dejaegere,be BEL,FWMF,Charlotte,32,1991,10.2,304,284,20,4,1,3,27,4,8,2,1,0,220,0,9,Matches
200,Marky Delgado,us USA,MF,LA Galaxy,28,1995,27.4,2093,2064,28,13,6,16,36,15,0,0,0,0,1857,1,28,Matches
Rk
201,Patrickson Delgado,ec ECU,MF,FC Dallas,20,2003,12.9,610,568,39,11,0,2,31,2,24,8,10,0,493,3,9,Matches
202,Mikkel Desler,dk DEN,DF,Austin,28,1995,5.4,262,230,31,3,0,0,6,28,0,0,0,0,218,1,4,Matches
203,Lamine Diack,sn SEN,FWMF,Colorado Rapids,23,2000,0.2,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
204,Djibril Diani,fr FRA,MF,Charlotte,25,1998,19.8,756,737,18,11,0,7,11,7,0,0,0,0,654,1,10,Matches
205,Marcos Dias,br BRA,FW,NE Revolution,22,2001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
206,Jefferson Díaz,co COL,DF,Minnesota Utd,23,2000,8.9,423,387,35,12,0,4,1,23,0,0,0,0,350,1,4,Matches
207,Ronald Donkor,ml MLI,MFDF,NY Red Bulls,19,2004,10.4,449,438,11,3,3,1,11,8,0,0,0,0,371,0,5,Matches
208,Christopher Donovan,us USA,FWMF,Philadelphia Union,23,2000,4.2,123,119,3,0,0,0,1,0,0,0,0,0,73,1,3,Matches
209,Griffin Dorsey,us USA,DF,Houston Dynamo,24,1999,29.5,1371,1141,225,8,3,3,118,217,0,0,0,0,1072,5,49,Matches
210,C.J. dos Santos,us USA,GK,Inter Miami,23,2000,1.0,36,23,13,2,0,0,0,0,0,0,0,0,33,0,0,Matches
211,Hassani Dotson,us USA,MF,Minnesota Utd,26,1997,25.0,1167,1142,20,12,8,15,22,5,0,0,0,0,924,5,24,Matches
212,Sebastián Driussi,ar ARG,MFFW,Austin,27,1996,25.1,1001,942,50,28,7,24,45,15,3,2,1,0,806,9,29,Matches
213,Erik Duenas,us USA,MF,LAFC,19,2004,4.3,167,165,2,2,0,0,0,0,0,0,0,0,149,0,4,Matches
214,Morris Duggan,de GER,DF,Minnesota Utd,23,2000,0.5,24,24,0,0,0,0,0,0,0,0,0,0,17,0,0,Matches
215,Bryce Duke,us USA,MF,CF Montréal,22,2001,23.8,1242,1181,56,20,8,4,45,3,24,9,11,0,995,5,51,Matches
216,Kyle Duncan,us USA,DF,NY Red Bulls,26,1997,14.3,691,555,133,5,1,1,28,128,0,0,0,0,511,3,25,Matches
217,Chris Durkin,us USA,MF,St. Louis,23,2000,25.1,1051,1024,19,12,1,8,27,5,0,0,0,0,782,8,18,Matches
218,Nikolas Dyhr,dk DEN,DF,St. Louis,22,2001,1.5,83,59,24,0,0,0,2,24,0,0,0,0,53,0,2,Matches
219,Jeremy Ebobisse,us USA,FW,SJ Earthquakes,26,1997,21.5,536,470,63,0,2,10,9,1,0,0,0,0,417,3,18,Matches
220,Daniel Edelman,us USA,MF,NY Red Bulls,20,2003,28.0,1514,1465,43,38,5,8,4,4,0,0,0,0,1274,6,18,Matches
221,Earl Edwards Jr.,us USA,GK,NE Revolution,32,1992,1.0,41,29,12,4,0,0,0,0,0,0,0,0,38,0,1,Matches
222,Matthew Edwards,us USA,DF,Atlanta Utd,20,2003,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
223,Michael Edwards,us USA,DF,Colorado Rapids,23,2000,2.3,112,108,4,3,0,0,0,1,0,0,0,0,100,0,0,Matches
224,Raheem Edwards,ca CAN,DFMF,CF Montréal,28,1995,17.2,998,876,114,20,3,9,55,82,12,4,6,0,792,8,26,Matches
225,Noah Eile,se SWE,DF,NY Red Bulls,21,2002,26.9,1685,1639,42,30,3,23,1,11,0,0,0,0,1456,4,4,Matches
Rk
226,Piero Elias,us USA,FW,NYCFC,21,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
227,Jack Elliott,eng ENG,DF,Philadelphia Union,28,1995,26.6,1252,1194,51,41,0,29,0,3,0,0,0,0,1027,7,9,Matches
228,Herbert Endeley,us USA,MFDF,FC Dallas,22,2001,1.3,44,39,5,0,0,0,2,5,0,0,0,0,35,0,2,Matches
229,Emeka Eneli,us USA,MF,Real Salt Lake,24,1999,29.6,1567,1519,46,32,4,9,2,14,0,0,0,0,1401,2,19,Matches
230,Lawrence Ennali,de GER,FW,Houston Dynamo,21,2002,0.5,21,19,2,0,0,0,0,1,1,0,0,0,20,0,0,Matches
231,Boris Enow,cm CMR,MF,D.C. United,23,2000,3.4,137,137,0,0,0,1,0,0,0,0,0,0,113,0,0,Matches
232,Ramiro Enrique,ar ARG,FW,Orlando City,22,2001,12.0,260,250,8,0,2,0,10,1,0,0,0,0,196,2,7,Matches
233,Victor Enriquez,,MF,Portland Timbers,,,0.1,8,7,1,0,0,0,1,0,1,0,1,0,8,0,0,Matches
234,Victor Eriksson,se SWE,DF,Minnesota Utd,23,2000,1.8,84,83,1,1,0,0,0,0,0,0,0,0,65,0,3,Matches
235,Franco Escobar,ar ARG,DF,Houston Dynamo,28,1995,20.2,1480,1308,169,19,1,2,19,150,0,0,0,0,1316,3,25,Matches
236,Cristian Espinoza,ar ARG,FWMF,SJ Earthquakes,28,1995,33.0,1507,1256,242,41,8,11,331,40,161,60,78,2,1000,9,81,Matches
237,Derrick Etienne,ht HAI,MFFW,Toronto FC,27,1996,18.3,666,624,38,4,3,16,34,28,0,0,0,0,519,4,11,Matches
238,Derrick Etienne,ht HAI,FWMF,Atlanta Utd,27,1996,0.3,13,11,2,0,0,0,0,1,1,0,0,0,9,0,0,Matches
239,Evander,br BRA,MF,Portland Timbers,25,1998,27.3,1459,1236,220,76,25,19,160,15,115,48,43,2,1119,3,32,Matches
240,Diego Fagúndez,uy URU,FWMF,LA Galaxy,28,1995,18.6,862,758,100,26,5,3,74,11,62,20,26,0,708,4,14,Matches
241,Marco Farfan,us USA,DF,FC Dallas,25,1998,22.5,1052,901,148,31,1,5,20,109,2,1,0,0,916,3,21,Matches
242,Bryant Farkarlun,lr LBR,FW,Austin,22,2001,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Matches
243,Andrew Farrell,us USA,DFMF,NE Revolution,31,1992,6.1,395,358,36,4,0,1,12,32,0,0,0,0,318,1,14,Matches
244,Logan Farrington,us USA,FWMF,FC Dallas,22,2001,13.6,340,327,12,0,2,1,14,4,0,0,0,0,253,1,11,Matches
245,Mohamed Farsi,dz ALG,DF,Columbus Crew,24,1999,20.8,1150,1001,148,14,3,5,43,134,0,0,0,0,1000,1,24,Matches
246,Felipe,br BRA,MFFW,Orlando City,33,1990,3.9,214,205,7,3,1,0,0,4,0,0,0,0,190,2,3,Matches
247,Joaquín Fernández,es ESP,DF,Sporting KC,27,1996,1.3,66,64,2,2,0,0,0,0,0,0,0,0,53,0,2,Matches
248,Julián Fernández,ar ARG,FWMF,NYCFC,20,2004,7.5,327,292,34,16,2,3,29,6,12,6,3,0,240,1,7,Matches
249,Omir Fernandez,us USA,FWMF,Colorado Rapids,24,1999,18.8,472,451,15,3,1,0,25,9,1,0,0,0,363,6,16,Matches
250,Jesús Ferreira,us USA,MFFW,FC Dallas,23,2000,14.7,692,613,71,29,9,1,38,11,19,6,5,0,523,8,15,Matches
Rk
251,Sebastián Ferreira,py PAR,FW,Houston Dynamo,25,1998,8.0,208,189,16,0,2,0,1,1,0,0,0,0,157,3,5,Matches
252,Ethan Finlay,us USA,FWMF,Austin,33,1990,9.2,206,201,5,1,0,0,29,4,0,0,0,0,153,0,12,Matches
253,Nicolas Firmino,us USA,FWMF,Atlanta Utd,23,2001,1.8,54,50,4,1,0,0,1,1,0,0,0,0,45,0,0,Matches
254,Leon Flach,us USA,MF,Philadelphia Union,22,2001,20.3,614,593,19,12,1,0,4,7,0,0,0,0,525,2,8,Matches
255,Kristian Fletcher,us USA,FWMF,D.C. United,18,2005,2.7,116,108,6,1,0,1,5,5,0,0,0,0,81,2,3,Matches
256,Nicolas Fleuriau,ca CAN,DFFW,Vancouver W'caps,21,2002,0.4,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
257,Deybi Flores,hn HON,MF,Toronto FC,27,1996,23.2,1411,1362,47,44,3,21,1,3,0,0,0,0,1208,2,10,Matches
258,CJ Fodrey,us USA,FWMF,Austin,19,2004,2.2,80,74,4,0,0,0,17,2,2,2,0,0,45,2,2,Matches
259,Nathan Fogaça,br BRA,FWMF,Portland Timbers,24,1999,2.0,42,38,4,0,0,0,2,2,0,0,0,0,25,0,3,Matches
260,Andreu Fontàs,es ESP,DF,Sporting KC,34,1989,15.7,1144,1113,30,22,1,8,2,1,0,0,0,0,1006,1,8,Matches
261,Emil Forsberg,se SWE,MF,NY Red Bulls,32,1991,15.1,535,481,49,18,9,8,42,1,29,25,4,0,413,5,12,Matches
262,Ajani Fortune,tt TRI,MFFW,Atlanta Utd,21,2002,14.5,670,646,23,11,6,6,10,3,0,0,0,0,570,1,17,Matches
263,Isaiah Foster,us USA,DF,FC Cincinnati,20,2003,0.0,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,Matches
264,Franco Fragapane,ar ARG,MFFW,Minnesota Utd,30,1993,9.2,404,392,11,4,4,0,6,4,1,1,0,0,332,1,5,Matches
265,Kobe Franklin,ca CAN,DFMF,Toronto FC,20,2003,7.9,320,259,60,2,0,3,24,56,2,2,0,0,263,1,11,Matches
266,Liam Fraser,ca CAN,MF,FC Dallas,25,1998,15.3,897,879,13,12,2,6,15,1,0,0,0,0,760,5,8,Matches
267,Ian Fray,us USA,DF,Inter Miami,21,2002,7.3,327,289,38,9,0,3,3,29,0,0,0,0,276,0,0,Matches
268,Wayne Frederick,tt TRI,MF,Colorado Rapids,19,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
269,Alexander Freeman,us USA,DFMF,Orlando City,19,2004,0.1,15,14,1,0,0,0,1,1,0,0,0,0,14,0,1,Matches
270,Matt Freese,us USA,GK,NYCFC,25,1998,33.1,1312,1006,302,79,0,1,0,0,0,0,0,0,1043,4,2,Matches
271,Stefan Frei,ch SUI,GK,Seattle Sounders,37,1986,27.4,796,521,275,65,0,0,0,0,0,0,0,0,579,0,1,Matches
272,Nicolás Freire,ar ARG,DF,Inter Miami,29,1994,8.2,697,687,9,7,0,9,0,0,0,0,0,0,632,1,1,Matches
273,Malcolm Fry,us USA,FW,NE Revolution,18,2005,0.3,9,8,1,0,0,0,0,0,0,0,0,0,6,0,0,Matches
274,Julian Gaines,us USA,DF,Nashville SC,21,2002,2.5,130,110,20,2,0,0,2,18,0,0,0,0,108,0,4,Matches
275,McKinze Gaines,us USA,FWMF,Houston Dynamo,25,1998,1.7,62,61,1,0,0,0,14,1,0,0,0,0,46,0,4,Matches
Rk
276,McKinze Gaines,us USA,MFDF,Nashville SC,25,1998,1.4,31,30,1,1,0,1,4,0,0,0,0,0,22,0,1,Matches
277,Jon Gallagher,ie IRL,DF,Austin,27,1996,29.6,1301,1058,238,24,0,14,85,214,0,0,0,0,1006,5,30,Matches
278,Pedro Gallese,pe PER,GK,Orlando City,33,1990,29.0,707,448,256,70,0,0,0,0,0,0,0,0,519,3,1,Matches
279,Jeremy Garay,sv SLV,FW,D.C. United,20,2003,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
280,Carlos Garcés,co COL,DF,LA Galaxy,22,2001,4.4,240,236,4,3,0,0,0,0,0,0,0,0,219,0,3,Matches
281,Chase Gasper,us USA,DF,Chicago Fire,28,1996,2.7,141,121,20,3,0,0,8,16,1,0,1,0,108,0,5,Matches
282,Ryan Gauld,sct SCO,FWMF,Vancouver W'caps,28,1995,27.3,1221,1063,151,35,14,8,165,5,92,46,27,1,920,7,25,Matches
283,Luka Gavran,ca CAN,GK,Toronto FC,23,2000,9.0,284,206,77,14,0,0,0,0,0,0,0,0,213,1,0,Matches
284,Dániel Gazdag,hu HUN,MFFW,Philadelphia Union,27,1996,27.8,1057,1004,46,1,15,6,14,2,2,0,2,0,845,7,25,Matches
285,Giorgos Giakoumakis,gr GRE,FW,Atlanta Utd,29,1994,8.0,142,134,8,1,2,0,3,1,0,0,0,0,103,0,5,Matches
286,Carles Gil,es ESP,MF,NE Revolution,31,1992,25.4,1677,1448,218,78,14,27,160,18,101,26,46,1,1344,11,15,Matches
287,Nacho Gil,es ESP,FWMF,NE Revolution,28,1995,7.0,294,279,14,4,1,2,14,8,1,1,0,0,233,1,13,Matches
288,Gastón Giménez,py PAR,MF,Chicago Fire,32,1991,18.8,1105,1054,49,42,6,8,12,4,3,2,0,0,934,2,15,Matches
289,Nicholas Gioacchini,us USA,FWMF,FC Cincinnati,23,2000,4.8,104,100,3,1,0,0,0,0,0,0,0,0,81,1,8,Matches
290,Jake Girdwood-Reich,au AUS,MFFW,St. Louis,19,2004,1.7,82,80,2,0,0,0,0,2,0,0,0,0,71,0,0,Matches
291,Olivier Giroud,fr FRA,FW,LAFC,37,1986,6.7,145,131,14,0,0,0,2,0,0,0,0,0,104,0,6,Matches
292,Dennis Gjengaar,no NOR,MFFW,NY Red Bulls,19,2004,10.4,271,268,2,0,0,1,22,1,1,0,1,0,190,1,12,Matches
293,Justen Glad,us USA,DF,Real Salt Lake,26,1997,25.0,1539,1459,76,60,1,19,1,5,0,0,0,0,1403,4,6,Matches
294,Omari Glasgow,gy GUY,MF,Chicago Fire,20,2003,0.4,20,20,0,0,1,0,5,0,0,0,0,0,11,0,1,Matches
295,Jakob Glesnes,no NOR,DF,Philadelphia Union,29,1994,31.2,1371,1283,85,62,3,34,8,11,0,0,0,0,1115,3,12,Matches
296,Caden Glover,us USA,FW,St. Louis,16,2007,0.6,8,7,1,0,0,0,0,0,0,0,0,0,3,0,0,Matches
297,Aníbal Godoy,pa PAN,MF,Nashville SC,33,1990,16.6,987,947,34,31,2,15,3,3,0,0,0,0,879,6,4,Matches
298,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,31,1992,27.4,1536,1492,43,39,0,14,1,3,0,0,0,0,1321,1,15,Matches
299,Carlos Gómez,co COL,FW,Real Salt Lake,21,2002,20.1,599,591,5,0,3,1,103,3,2,0,1,0,400,3,35,Matches
300,Diego Gómez,py PAR,FWMF,Inter Miami,20,2003,15.0,609,596,8,7,6,8,10,1,0,0,0,0,488,5,15,Matches
Rk
301,Nicksoen Gomis,fr FRA,DF,Toronto FC,21,2002,22.7,1164,1123,38,29,0,1,4,7,0,0,0,0,1026,3,13,Matches
302,Diogo Gonçalves,pt POR,MFFW,Real Salt Lake,26,1997,6.1,233,185,45,13,3,0,33,1,26,15,7,0,164,3,7,Matches
303,Omar Gonzalez,us USA,DF,FC Dallas,35,1988,9.3,518,489,28,11,0,1,0,0,0,0,0,0,479,1,2,Matches
304,Zavier Gozo,us USA,FW,Real Salt Lake,16,2007,0.1,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0,Matches
305,Tayvon Gray,jm JAM,DF,NYCFC,21,2002,18.2,1012,854,153,4,5,0,52,149,0,0,0,0,780,5,24,Matches
306,Ján Greguš,sk SVK,MF,Houston Dynamo,33,1991,4.2,320,301,19,17,0,2,2,2,0,0,0,0,293,0,3,Matches
307,Julian Gressel,us USA,MFFW,Inter Miami,30,1993,26.0,1205,1108,89,17,6,15,103,18,54,17,25,0,945,8,28,Matches
308,Carlos Gruezo,ec ECU,MF,SJ Earthquakes,28,1995,21.9,812,777,32,30,0,7,3,2,0,0,0,0,697,3,9,Matches
309,Brian Gutiérrez,us USA,MFFW,Chicago Fire,20,2003,26.4,1120,1075,40,11,11,7,52,9,14,8,2,0,877,5,33,Matches
310,Andrew Gutman,us USA,DF,Chicago Fire,27,1996,8.1,372,292,79,8,0,5,19,71,0,0,0,0,267,1,7,Matches
311,Brad Guzan,us USA,GK,Atlanta Utd,39,1984,31.7,1193,917,272,75,0,1,0,0,0,0,0,0,901,4,1,Matches
312,Justin Haak,us USA,DFMF,NYCFC,22,2001,8.7,388,368,19,10,1,3,11,9,0,0,0,0,325,1,7,Matches
313,Taha Habroune,us USA,MF,Columbus Crew,17,2006,1.0,55,54,0,0,0,0,0,0,0,0,0,0,47,1,2,Matches
314,Teenage Hadebe,zw ZIM,DF,FC Cincinnati,28,1995,2.1,150,141,7,6,0,0,0,1,0,0,0,0,127,2,1,Matches
315,Nicholas Hagen,gt GUA,GK,Columbus Crew,27,1996,3.6,130,100,30,5,0,0,0,0,0,0,0,0,105,0,0,Matches
316,Nick Hagglund,us USA,DF,FC Cincinnati,31,1992,5.1,293,279,12,9,0,2,1,3,0,0,0,0,239,2,4,Matches
317,Maren Haile-Selassie,ch SUI,FWMF,Chicago Fire,24,1999,22.6,831,734,94,15,5,1,86,20,38,9,18,0,664,3,21,Matches
318,Belal Halbouni,sy SYR,DF,Vancouver W'caps,24,1999,1.9,120,108,12,1,0,2,0,11,0,0,0,0,109,0,0,Matches
319,Julian Hall,us USA,MFFW,NY Red Bulls,15,2008,1.8,61,59,2,1,0,0,4,0,0,0,0,0,45,0,3,Matches
320,Michael Halliday,us USA,DF,Orlando City,21,2003,1.2,65,48,16,0,0,1,2,16,0,0,0,0,48,1,2,Matches
321,Bret Halsey,us USA,DF,FC Cincinnati,23,2000,5.4,329,279,48,5,0,0,8,43,0,0,0,0,267,2,10,Matches
322,Ian Harkes,us USA,MF,NE Revolution,28,1995,17.8,893,866,24,14,3,2,20,4,2,1,1,0,759,3,11,Matches
323,Cameron Harper,us USA,MFDF,NY Red Bulls,22,2001,15.8,449,399,49,4,6,2,62,26,19,7,10,0,264,1,20,Matches
324,Nathan Harriel,us USA,DF,Philadelphia Union,22,2001,26.4,1156,957,194,10,1,3,34,184,0,0,0,0,916,5,20,Matches
325,Calvin Harris,eng ENG,FW,Colorado Rapids,23,2000,16.9,439,420,17,1,1,1,42,5,0,0,0,0,331,2,20,Matches
Rk
326,Marcel Hartel,de GER,MFFW,St. Louis,28,1996,9.0,413,372,41,10,3,0,34,8,23,8,12,1,334,0,13,Matches
327,Carlos Harvey,pa PAN,DFMF,Minnesota Utd,23,2000,11.6,520,469,51,23,0,10,0,28,0,0,0,0,437,0,5,Matches
328,Thomas Hasal,ca CAN,GK,LAFC,24,1999,1.0,32,22,10,2,0,0,0,0,0,0,0,0,21,0,0,Matches
329,Matt Hedges,us USA,DF,Austin,33,1990,9.7,445,433,11,11,0,3,0,0,0,0,0,0,379,1,2,Matches
330,Fabian Herbers,de GER,MF,Chicago Fire,30,1993,22.6,1051,1021,26,6,3,5,29,19,0,0,0,0,865,4,29,Matches
331,Jay Herdman,nz NZL,FW,Vancouver W'caps,19,2004,0.1,9,8,1,1,0,0,0,0,0,0,0,0,8,0,0,Matches
332,Felipe Hernandez,us USA,MF,Sporting KC,25,1998,4.2,158,146,12,3,0,1,10,4,5,1,4,0,128,0,5,Matches
333,Ronald Hernández,ve VEN,DF,Atlanta Utd,26,1997,7.9,412,367,41,7,1,2,15,33,1,1,0,0,338,4,8,Matches
334,Aaron Herrera,gt GUA,DF,D.C. United,26,1997,28.8,1516,1259,248,25,1,39,106,222,1,0,1,0,1162,9,36,Matches
335,Héctor Herrera,mx MEX,MF,Houston Dynamo,33,1990,18.0,1848,1646,200,123,4,22,103,1,76,29,32,2,1619,2,24,Matches
336,Marcelo Herrera,ar ARG,DF,Columbus Crew,25,1998,5.2,221,206,15,1,0,1,12,14,0,0,0,0,186,0,7,Matches
337,Kyle Hiebert,ca CAN,DF,St. Louis,26,1997,15.2,761,688,72,14,0,2,5,41,0,0,0,0,609,1,10,Matches
338,Brendan Hines-Ike,us USA,DF,Austin,29,1994,24.7,1446,1402,44,29,1,25,3,14,0,0,0,0,1307,0,11,Matches
339,Marino Hinestroza,co COL,MFFW,Columbus Crew,21,2002,3.9,175,170,4,0,0,0,7,2,0,0,0,0,146,1,5,Matches
340,Bongokuhle Hlongwane,za RSA,FWDF,Minnesota Utd,23,2000,21.3,567,554,10,2,6,3,22,4,0,0,0,0,413,3,18,Matches
341,Ryan Hollingshead,us USA,DFMF,LAFC,32,1991,24.5,1292,1113,176,14,1,9,23,162,0,0,0,0,1051,3,14,Matches
342,Jackson Hopkins,us USA,MF,D.C. United,19,2004,10.6,376,367,9,6,1,4,4,1,0,0,0,0,296,0,7,Matches
343,Jannes Horn,de GER,DF,St. Louis,26,1997,6.2,284,253,29,4,0,2,24,25,0,0,0,0,229,2,5,Matches
344,Sebastien Ibeagha,us USA,DF,FC Dallas,32,1992,31.0,1616,1479,136,71,1,10,4,51,0,0,0,0,1351,1,24,Matches
345,Aliyu Ibrahim,ng NGA,FW,Houston Dynamo,22,2002,29.4,858,849,8,0,0,3,26,2,0,0,0,0,701,1,21,Matches
346,Sunusi Ibrahim,ng NGA,FWMF,CF Montréal,21,2002,11.2,304,271,31,0,4,3,7,1,1,1,0,0,235,2,9,Matches
347,Tega Ikoba,us USA,FWMF,Portland Timbers,20,2003,0.1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,Matches
348,Mitja Ilenič,si SVN,DF,NYCFC,19,2004,16.3,858,662,194,14,2,4,47,180,0,0,0,0,630,2,30,Matches
349,Asier Illarramendi,es ESP,MF,FC Dallas,33,1990,21.7,1596,1516,74,55,4,7,16,15,3,1,0,0,1417,6,17,Matches
350,Bjørn Inge Utvik,no NOR,DF,Vancouver W'caps,27,1996,19.0,1218,1109,107,24,0,12,2,83,0,0,0,0,1070,2,9,Matches
Rk
351,Lorenzo Insigne,it ITA,MFFW,Toronto FC,32,1991,15.0,1103,1007,91,31,4,27,28,15,21,7,3,1,924,5,16,Matches
352,Clint Irwin,us USA,GK,Minnesota Utd,34,1989,5.0,148,102,45,4,0,1,0,0,0,0,0,0,117,1,0,Matches
353,Aljaž Ivačič,si SVN,GK,NE Revolution,30,1993,25.0,787,524,260,50,0,0,0,0,0,0,0,0,538,3,0,Matches
354,Ousman jabang,us USA,DF,CF Montréal,22,2001,0.0,8,8,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
355,Aziel Jackson,us USA,MF,Columbus Crew,22,2001,4.0,162,160,2,0,0,1,2,0,1,1,0,0,144,0,2,Matches
356,Aziel Jackson,us USA,FWMF,St. Louis,22,2001,8.9,295,261,33,7,1,1,31,4,12,2,8,0,221,1,10,Matches
357,Jacob Jackson,us USA,GK,SJ Earthquakes,23,2000,3.0,100,60,40,10,0,0,0,0,0,0,0,0,75,0,0,Matches
358,Robin Jansson,se SWE,DF,Orlando City,32,1991,29.6,1649,1549,97,75,1,8,0,11,0,0,0,0,1426,3,6,Matches
359,Andres Jasson,us USA,MFFW,NYCFC,22,2002,1.7,54,45,6,0,0,0,2,6,0,0,0,0,46,3,3,Matches
360,Mohanad Jeahze,iq IRQ,MF,D.C. United,26,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
361,Danley Jean-Jacques,ht HAI,MF,Philadelphia Union,23,2000,5.0,184,181,3,2,0,2,0,1,0,0,0,0,152,0,1,Matches
362,Hector Jiménez,us USA,DF,Austin,35,1988,6.4,351,305,45,6,0,3,7,39,0,0,0,0,300,1,7,Matches
363,Stiven Jimenez,us USA,MF,FC Cincinnati,16,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
364,Levonte Johnson,ca CAN,FWMF,Vancouver W'caps,24,1999,7.4,152,147,4,0,0,0,8,0,0,0,0,0,117,1,5,Matches
365,Sean Johnson,us USA,GK,Toronto FC,34,1989,25.0,864,623,236,64,0,0,0,0,0,0,0,0,613,5,0,Matches
366,DeJuan Jones,us USA,DF,NE Revolution,26,1997,15.7,926,815,109,14,0,2,36,94,1,0,0,0,752,2,24,Matches
367,DeJuan Jones,us USA,DF,Columbus Crew,26,1997,4.5,214,187,27,1,0,0,7,26,0,0,0,0,177,0,9,Matches
368,Derrick Jones,us USA,MF,Columbus Crew,26,1997,5.3,365,359,5,4,2,2,0,0,0,0,0,0,333,1,2,Matches
369,Isaiah Jones,us USA,MFFW,Nashville SC,17,2006,0.1,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0,Matches
370,Malachi Jones,sl SLE,FW,NYCFC,20,2003,5.4,141,134,7,0,0,0,16,7,0,0,0,0,96,0,3,Matches
371,Dejan Joveljić,rs SRB,FW,LA Galaxy,24,1999,21.4,365,329,32,1,0,0,3,0,0,0,0,0,256,4,16,Matches
372,Mykhi Joyner,us USA,FW,St. Louis,17,2006,0.5,3,2,1,0,0,0,0,1,0,0,0,0,2,0,1,Matches
373,Preston Judd,us USA,FW,SJ Earthquakes,24,1999,8.0,130,98,30,0,0,0,7,1,0,0,0,0,81,2,4,Matches
374,Anderson Julio,ec ECU,FWMF,Real Salt Lake,27,1996,15.5,237,217,19,1,0,5,7,4,2,0,0,0,178,1,7,Matches
375,Sam Junqua,us USA,DF,FC Dallas,27,1996,24.9,1393,1269,123,31,1,10,35,78,14,10,2,0,1158,1,26,Matches
Rk
376,Sawyer Jura,us USA,DF,Portland Timbers,17,2006,0.0,6,4,2,0,0,0,0,2,0,0,0,0,4,0,0,Matches
377,Cyprian Kachwele,tz TAN,MF,Vancouver W'caps,18,2005,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
378,Kristijan Kahlina,hr CRO,GK,Charlotte,31,1992,34.0,1182,887,293,67,0,3,0,0,0,0,0,0,925,2,0,Matches
379,Brent Kallman,us USA,DF,Nashville SC,33,1990,6.0,279,265,13,10,0,1,0,0,0,0,0,0,235,1,2,Matches
380,Kei Kamara,sl SLE,FW,LAFC,39,1984,11.2,208,189,17,0,1,1,4,1,0,0,0,0,147,2,6,Matches
381,Bernard Kamungo,us USA,MFFW,FC Dallas,22,2002,14.7,360,328,29,0,0,1,26,27,0,0,0,0,273,3,13,Matches
382,Alec Kann,us USA,GK,FC Cincinnati,33,1990,3.0,82,51,31,8,0,1,0,0,0,0,0,0,63,0,0,Matches
383,Alexandros Katranis,gr GRE,DF,Real Salt Lake,25,1998,22.2,1192,975,215,15,1,3,105,174,26,18,4,0,898,2,34,Matches
384,Mark-Anthony Kaye,ca CAN,MF,NE Revolution,29,1994,15.5,868,835,32,20,3,5,7,12,0,0,0,0,733,1,8,Matches
385,Kipp Keller,us USA,DF,FC Cincinnati,23,2000,9.1,627,585,40,15,0,6,1,25,0,0,0,0,545,2,2,Matches
386,Kevin Kelsy,ve VEN,FW,FC Cincinnati,19,2004,13.8,240,233,4,0,1,1,3,1,0,0,0,0,172,3,9,Matches
387,Deandre Kerr,ca CAN,FW,Toronto FC,21,2002,11.0,150,134,16,0,0,0,2,0,0,0,0,0,109,0,8,Matches
388,Henry Kessler,us USA,DF,NE Revolution,25,1998,15.4,1001,956,45,39,1,2,1,5,0,0,0,0,884,0,7,Matches
